Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,zipcode,pop2016,pop2010,pop2000,cost_living_index (US avg. = 100),land_area (sq.mi.),water_area (sq.mi.),pop_density (people per mile),median house value,median monthly owner costs (with mortgage),median gross rent,median asking price for vacant for-sale home/condo,Number of Homes,Count of Abnb,Density of Abnb (%)
1,1,1,Atlanta,2,91,90,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,29,53,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,1,7,68,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,4,90,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,3,148,70,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,2,2,Atlanta,6,6,170,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,2,4,Atlanta,6,11,89,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,2,2,Atlanta,5,13,145,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
2,2,2,Atlanta,4,19,102,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,4,7,East Point,15,7,168,N,30344,33974,31776,36753,94.9,12.1,0,2809,97672,1196,967,125750,13589.6,2,0.014717137
1,1,1,Atlanta,2,16,95,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,4,18,85,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,2,Atlanta,3,16,54,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,3,Atlanta,4,82,96,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,5,62,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,3,59,91,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,2,5,Atlanta,6,26,89,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,3,4,Atlanta,6,65,69,N,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,2,Atlanta,4,3,145,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,2,Atlanta,4,11,195,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,3,85,115,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,4,3,88,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,2,4,Atlanta,7,29,94,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,30,50,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
2,3,3,Atlanta,8,121,149,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,2,Atlanta,4,6,99,N,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
2,2,2,Atlanta,8,60,123,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,6,84,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,5,Atlanta,8,34,129,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
2,3,3,Atlanta,6,109,200,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,2,Decatur,4,5,88,N,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,3,3,69,N,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,2,Atlanta,2,5,20,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,3,67,62,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,11,45,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,43,88,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,144,70,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,2,Atlanta,4,47,95,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,5,35,58,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,1,140,58,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,2,3,Atlanta,6,82,185,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
3,5,5,Atlanta,14,70,244,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,2,2,Atlanta,3,9,92,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,6,34,50,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,1,7,100,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,3,Atlanta,6,46,79,N,30318,49983,49736,53229,97.5,20.4,0.2,2454,195566,1626,1053,192009,19993.2,18,0.09003061
1,1,1,Atlanta,2,49,92,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,57,50,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
2,3,4,Atlanta,7,214,159,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,2,Atlanta,4,16,75,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,4,Atlanta,6,131,69,N,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,14,40,N,30344,33974,31776,36753,94.9,12.1,0,2809,97672,1196,967,125750,13589.6,2,0.014717137
1,1,1,Atlanta,2,93,45,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,2,Atlanta,4,146,60,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,2,2,Atlanta,7,13,70,N,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,2,2,Atlanta,4,21,54,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,4,31,85,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,1,46,48,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,31,72,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
4,6,7,Atlanta,12,11,750,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
2,2,2,Atlanta,4,8,200,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,3,90,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,37,124,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,2,Atlanta,4,14,150,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,4,70,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,2,78,45,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,3,Atlanta,4,46,81,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,2,3,Atlanta,6,7,130,N,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,7,80,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,3,9,110,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,2,2,Atlanta,4,71,89,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,2,82,80,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,4,65,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,3,4,Atlanta,8,4,116,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
5,6,13,Atlanta,16,24,500,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
4,3,4,Atlanta,6,6,400,N,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,3,250,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
3,3,3,Atlanta,6,10,130,N,30315,34193,33857,40288,96.4,11.3,0,3022,101446,1177,824,156424,13677.2,15,0.10967157
1,1,1,Atlanta,2,55,67,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Atlanta,4,23,95,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,2,Atlanta,4,5,185,N,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,5,99,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,3,3,Atlanta,6,15,160,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,1,Atlanta,3,6,72,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,2,3,Atlanta,4,29,100,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
3,3,4,Atlanta,8,42,160,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,4,80,95,N,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,32,65,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
3,4,5,Atlanta,10,17,187,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
2,1,2,Atlanta,3,28,148,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,4,39,55,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,37,65,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,17,35,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
2,3,6,Atlanta,8,16,199,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,8,55,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,1,24,42,Y,30305,23394,22999,21380,100.4,6.4,0,3635,549848,2733,1237,789677,9357.6,26,0.277849021
1,1,1,Atlanta,3,9,55,Y,30318,49983,49736,53229,97.5,20.4,0.2,2454,195566,1626,1053,192009,19993.2,18,0.09003061
1,1,1,Atlanta,2,106,99,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,48,90,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,2,3,Atlanta,6,6,160,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,3,3,Atlanta,10,14,124,N,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,3,Atlanta,10,17,140,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,3,3,Atlanta,6,3,150,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,2,3,Atlanta,6,28,112,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,2,Atlanta,6,3,150,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,2,Atlanta,4,16,90,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,276,89,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,58,145,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,2,3,70,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,2,2,Atlanta,4,3,100,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
2,5,5,Atlanta,10,82,161,N,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
2,1,1,Atlanta,2,161,55,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,2,Atlanta,4,7,79,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,3,24,109,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,13,70,N,30318,49983,49736,53229,97.5,20.4,0.2,2454,195566,1626,1053,192009,19993.2,18,0.09003061
2,1,1,Atlanta,1,13,75,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,3,Atlanta,6,5,95,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
3,3,3,Atlanta,6,6,150,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
2,2,4,Atlanta,7,10,110,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,2,9,189,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,2,2,Atlanta,5,26,175,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,2,Atlanta,3,35,76,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,2,Atlanta,4,6,97,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,3,116,60,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
2,2,2,Atlanta,5,6,115,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,2,Atlanta,4,9,100,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,9,69,Y,30303,6671,5934,3744,101.1,1,0,6386,167152,1329,773,239890,2668.4,5,0.187378204
1,1,1,Atlanta,2,12,119,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,2,2,Atlanta,4,14,159,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,2,Atlanta,3,73,79,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,5,125,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,24,150,N,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,2,3,Atlanta,6,44,207,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,66,65,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,2,Atlanta,4,147,90,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,6,65,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,3,3,Atlanta,8,33,213,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,2,2,Atlanta,4,4,150,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
2,1,2,Atlanta,6,4,53,N,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,4,25,78,N,30318,49983,49736,53229,97.5,20.4,0.2,2454,195566,1626,1053,192009,19993.2,18,0.09003061
1,1,1,Atlanta,2,128,25,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,2,Atlanta,2,21,42,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,5,77,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,3,4,Atlanta,12,41,137,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,2,Atlanta,2,7,170,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,2,3,Atlanta,5,11,199,Y,30318,49983,49736,53229,97.5,20.4,0.2,2454,195566,1626,1053,192009,19993.2,18,0.09003061
1,1,1,Atlanta,2,86,60,Y,30315,34193,33857,40288,96.4,11.3,0,3022,101446,1177,824,156424,13677.2,15,0.10967157
1,1,2,Atlanta,4,44,73,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,2,Atlanta,2,245,100,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Atlanta,4,29,150,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
2,3,3,Atlanta,6,5,225,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,3,Atlanta,5,35,48,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,166,59,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,2,2,Decatur,4,104,95,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
2,2,2,Atlanta,4,20,125,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,2,2,Atlanta,4,59,110,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,2,3,159,N,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,1,Atlanta,2,42,76,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,1,Atlanta,1,3,30,N,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
2,1,3,Atlanta,2,13,75,N,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,1,1,Atlanta,2,69,54,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,2,Atlanta,2,22,75,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,1,Atlanta,3,36,95,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,2,Atlanta,3,69,53,N,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,2,Atlanta,6,12,109,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
1,2,3,Atlanta,6,11,90,N,30303,6671,5934,3744,101.1,1,0,6386,167152,1329,773,239890,2668.4,5,0.187378204
1,2,2,Atlanta,4,11,99,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,43,73,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,1,3,Atlanta,4,126,82,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,6,56,Y,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
2,2,2,Atlanta,4,50,180,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
2,1,1,Atlanta,2,22,125,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,2,35,89,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
2,2,2,Atlanta,4,107,129,Y,30305,23394,22999,21380,100.4,6.4,0,3635,549848,2733,1237,789677,9357.6,26,0.277849021
1,1,1,Atlanta,2,34,80,Y,30316,32108,31110,32495,96.6,12.5,0.1,2565,203224,1520,1079,259826,12843.2,53,0.41266974
2,3,4,Atlanta,9,81,99,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
2,3,3,Atlanta,6,7,85,Y,30336,529,971,238,96.4,10.4,0.2,51,509115,933,1007,360194,211.6,4,1.890359168
1,2,2,Atlanta,4,22,75,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,3,19,70,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,2,Atlanta,4,5,130,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,1,Atlanta,2,31,99,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,2,Atlanta,4,60,39,N,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,1,Atlanta,2,6,85,N,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,3,40,83,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,2,5,Atlanta,7,20,100,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
4,6,6,Atlanta,8,40,350,Y,30317,13265,11970,13981,97.1,3.5,0,3777,272815,1736,950,245386,5306,75,1.413494158
1,1,2,Atlanta,3,88,79,Y,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
1,1,2,Atlanta,4,116,53,N,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
2,1,2,Atlanta,2,9,150,Y,30312,22786,19360,20221,98.5,3.4,0,6796,234413,1656,1017,445032,9114.4,200,2.194329852
1,1,3,Atlanta,6,28,82,Y,30313,11189,9495,11035,98.3,1.1,0,10062,229085,1867,965,607748,4475.6,79,1.765126463
1,1,2,Atlanta,4,21,79,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,2,Atlanta,4,66,37,N,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
2,3,4,Atlanta,8,47,104,Y,30307,19520,18004,16646,99.2,4.6,0,4274,458614,2301,1123,381747,7808,130,1.664959016
1,1,2,Atlanta,4,43,80,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,2,2,Atlanta,4,111,70,Y,30309,23359,21845,18739,97.6,3.4,0,6834,310330,1959,1243,346940,9343.6,190,2.033477461
1,1,1,Atlanta,4,5,120,Y,30306,22667,22246,21199,100.7,4.4,0,5164,602236,2787,1194,454084,9066.8,112,1.235275952
1,2,3,Atlanta,6,38,147,N,30324,26343,24267,20317,99.1,5.3,0,5006,335525,2081,1225,212039,10537.2,96,0.911057966
1,1,1,Atlanta,1,10,49,N,30308,17280,15413,11796,98,1.6,0,10836,259718,1713,1162,326958,6912,210,3.038194444
